r4Cb5nj4VgI	143907	152142
XdUoiEVccdo	1000813	1031430
OrJ4rPSlrlI	1153743	1218688
z3vJM8AOvvQ	144093	146433
2RguRRYnqlU	257619	258538
3MCr2hsmLBE	35237	36975
7cK1a9C7nlg	4605551	4923592
HzKJeQIX78k	31441	34283
KvbrhBGeQss	200945	202186
_A6QcoZwRpI	450280	461352
Vcwhe0pY4Bg	8057867	8161441
a_0PSZ2S_yw	3581123	3619942
lxZJqTudlf8	336800	339791
QO7e_RiMVQg	11845553	11897193
FcmUNlgld74	11556546	11689985
3Nv99SKbpKU	409302	415351
z2JmKR_STSw	10442081	10450237
OpOvMwkGL18	2159792	3277431
DDY6KjQCMoQ	10243159	11039644
Im9bpJY_NRs	351802	360685
M3iYFWMATyg	135865	140798
jVn_rRlP29w	223525	230348
DxJNeHoCl9M	152614	153460
2J9pXnhQJqM	325462	342618
DgyBl_gexIM	504230	507552
oI_X2cMHNe0	4133837	4199819
CTQ0TYi5_CE	116993	122278
eV_Ki30MDDA	8627826	8713709
I1KoMDjBGFw	295104	300509
_fpxCuorKjA	3211576	3396728
xS68bBDwRXg	300381	302950
V231U4jWvDY	85192	91919
gRl0LJyG92Q	618608	682391
FIRQSAwF0bI	4051413	4408205
QmUuITayBSY	49190	53616
zQDDKSzdD14	446110	448938
Hpv4f6NuAqw	558349	565457
coazyyuVn8Q	76964	79597
JyXpzxRr_T0	684876	707305
j-AoXqu9EUo	160426	179882
_dpIwwI86ss	1899314	1908214
P6Ps7MYB2bI	823091	862733
C37nK27J70U	1688234	1860660
EsSsgFzMVwI	321614	322646
tgB1wUcmbbw	36651488	36723595
URwwo3xyFQA	2870507	2935391
iBRvV0MMY28	30163	32432
S7oMM6o96UU	2921868	2953698
F0fMoqY9qI0	11347879	11402408
3SpV9KhFkDo	90828	93994
W-ZTiWVFlzU	1764421	1782222
YWyouWrkbwg	145527	148489
TUbq7dOIWfc	151928	154885
ofzAHuarLQQ	371005	374533
E3j8JJxoNZM	54997	69007
-tRyveYrHWc	137105	144143
8G01PAw2SdY	68322	72600
jeVqPpWlPxg	5281368	5871921
FfsjGlFNb6k	121994	123599
-KKBtdYW9Uc	1154326	1158859
V7xkf4EIyys	135078	142426
o2uWu55clG8	628993	633694
BcZutcrwspM	392480	394910
tn79OFbPwKE	14762939	14901398
iH8mWNKM8xU	2012873	2705990
rjKuq25a0L8	68568	69973
RirNNYeHfBc	816617	827363
eBe4TySsONo	736935	741317
0HPKKFugajE	2053422	2069665
1yuTJMFGxEw	5269916	5406237
8TF1lDvl8To	171912	182048
m77uOIO8oZc	135437	138343
nWvCC170AhQ	312125	314977
zPOYkJsrewU	1828143	1858239
oF0tQiRA_Po	429310	431489
cUbzWjNqtmo	2123820	2186328
OPLNn0EWRak	207310	210158
8xfSL0XLRtQ	3879132	4021416
DmQ4Dqxs0HI	3435475	3505836
TYAPatpXmYU	80844	81401
t0A9T9odIng	73268	75727
4vbDFu0PUew	31912333	33137969
W6aKUbzrf7Q	180086	180986
-b7l4TmWMQg	1165498	1181826
4DzpgwcGM-A	398616	403515
0_E-aG_bISM	256207	364364
iE3G6JwkSzM	160249	161065
xmGetpBKsJM	131422	132243
QZ3pBoEAFmo	177409	178714
vL0yww9nk9o	6429841	6446165
CU-gFup1N6g	320689	323119
QGae78sWVSw	2988611	3234121
kJQ3FkvUB20	3531330	3589901
mkH7rVb6V68	5650372	5659687
oSwZ_BckDvc	9807557	10166231
v17J6GbtvKY	2565136	2573524
llWDmKfTf4Q	22166	22834
AQbmpecxS2w	924110	977463
p6sCsOdqXQw	2209368	2244727
Z_MvkyuOJgk	13336354	13498083
AGdN0M3qvRQ	592279	596515
C99p_XDjnzM	317725	318829
EMENtBGB2oI	179815	191105
yvMFw-RPw24	39064	43543
AMt2USIyHxo	60571	63084
7JYWvFXxrtc	59190	59844
GGY2mPQwN7c	7074764	7238373
gcrbbm1M5_E	421360	423534
IV3dnLzthDA	11621627	11730393
5ns4cNiEPEU	55489	56603
EOWTHZasKjY	165082	165575
v2PeasiG_bE	44611	46028
ZoPJVcHYlU0	None	None
8uiUz_IUkpo	150823007	154912540
qrQlFeRhh_M	593007	640022
eHDO_lT2mVU	375459	377561
pQuk3t2aeBo	6467110	6564103
SUdHzKRiBX8	1735623	1796893
v8lSnWpX2HY	140755	145152
L-QNituOKHk	1261833	1275261
rDDg8yh8_Zo	328323	332163
vjhbxxTYkpw	1816045	2374143
ZQ4E0JJcxz0	3033654	3063193
pirYs7L4xog	108937605	109713484
Az0qpaULe44	53735	55466
uFzuRm3wCDk	1130962	1154495
O--o-O-ABBw	2283016	3659131
DqWPQqfRod0	49323	50153
6kolTgj7uQc	1073776	1090429
-4CDUUCtmxg	1705199	1747348
VGmTO5DRxII	9591647	9653303
7sKmkddKo7c	20353	20905
w1eENwQOp_c	1228018	1235647
JF8UziDHqZo	1238752	1286248
lyJqXb8Nj-I	1722068	1812009
sk9zxDrY_Cs	182924	199118
n1khwOk5dN8	8609560	8897478
X4tkpScTVIE	343566	346438
DUqcrdEZopY	1677587	1705899
_cW5UCUv2zU	926980	953499
m5KR5mVWtmQ	86779	88341
QYh5gWwZnCM	53361	54848
faFYKeUd6HE	56248	57341
3RUUYE9oRaQ	131283	132812
2ktrhIVfRws	117139	117255
OJ2B4Fb7xQQ	2465350	2683571
ByffdoApIuc	40586	41906
3h0_EKfgxuY	167216	174768
Sd0cUVU2CzE	120868	124305
yEP7GgzSgUs	177160	178312
c0AOEQAvZWk	48175678	48179172
Vt-WpdbwIek	920184	926345
w0Hpsc89KpI	41708	42133
plevxo4Enps	352840	354215
44UFVI6lTYE	156359	167773
8dJyRm2jJ-U	87149121	92833112
41-nd7dmjFc	32799	33811
qOY8F_ngNWI	1036531	1065595
kUb-hQsTdMY	187226	190728
tOoqe7gj3eo	255225	259452
dEbVfBJMoRI	1220392	1239519
2n5GKLdrTfk	1398270	1490657
pnCIQDuO6rE	11783337	11833092
5CZ7BDolNaA	204289	210408
V3C4pWwDqps	10077929	10085746
HD6_0c8Fgnk	597502	646478
_iz5_DuY_II	6392990	6653878
bbNj0atVOzw	65933	74115
KYOsPUantFM	2345527	2350467
JyP4errAatk	75028	76701
DApcnbjG5io	515499	524765
_3qcta4fo6Q	53043	56023
7OPg-ksxZ4Y	2561568	2683025
Q_R5azC1xUI	485398	491648
Xl9u1XTGkis	2292887	2386254
wpV7OXr7JYo	7804256	7925204
YLYKyDs6jWg	26358	32256
3Yh_6_zItPU	6465893	6855393
Vr5Ph5nOdgg	340688	348588
kBArlifCKgo	559743	586650
t3TiuCbgWMQ	160949	162301
u79EjaUsHBc	51484	53250
52TijrkrNGY	217538	221531
-lf-tobZ54I	285402	286803
UST5N5fgLV8	549576	550493
zkxokq6qiGw	113726	115806
g9g9Y3BgYMQ	3842186	3866644
ONj9cvHCado	8588970	8835259
UT6svFVQY4g	120373	123459
RQtMWyUV4zU	156992	158223
JqD2OxWQYMk	1272150	1286825
5YZ02LC7SUM	366951	384538
V2ANgnLDIQw	98350	103760
oTw8AECmUNA	19874810	19970388
vYHaQ_oD3No	1478686	1514027
IO0s9JzR4So	87768	94070
mR1BGC_S8xo	1597600	1604552
6N22wYwItDs	297540	345504
HpcMKZUs2QY	2472797	2497127
BOnhJt5pyOo	61419	62220
